事業所番号,事業所名,ふりがな,法人名,法人番号,都道府県,市区町村,住所,緯度,経度,電話番号,FAX,URL,提供サービス,定員_就労移行支援,定員_就労継続支援Ａ型,定員_就労継続支援Ｂ型,定員_就労定着支援,定員_就労選択支援,生産活動,平均工賃月額,工賃の年度,工賃のサービス種別,工賃の突合方法,工賃の出典,掲載状況,初出スナップショット,最終確認スナップショット,指定機関,データ基準,基本情報の出典,内部ID
2611800018,障害者支援施設　いこいの村栗の木寮,しょうがいしゃしえんしせついこいのむらくりのきりょう,社会福祉法人　京都聴覚言語障害者福祉協会,7130005004480,京都府,綾部市,京都府綾部市十倉名畑町久瀬谷２番地,35.33770061,135.34857903,0773-46-0101,0773-46-0610,http://www.kyoto-chogen.or.jp/,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,2a57d74c84aa1d0f
2612700571,あいびー舞鶴,あいびーまいづる,株式会社丸福産業,9130001044792,京都府,舞鶴市,京都府舞鶴市朝来西町３番地23ウッディー翼,35.50027157,135.42509626,0773-77-5633,0773-775603,http://i-bee.mobi/maiduru,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202603,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,56a33a5b39c7db88
2612700522,あまて,あまて,株式会社あまて,3130001071198,京都府,舞鶴市,京都府舞鶴市朝代１番地１,35.44504925,135.32413649,0773-60-8499,0773-60-4982,,就労継続支援Ａ型,,20,,,,,,,,,,最新データに掲載あり,202309,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,bcd0d9ca05530e78
2612700415,ほっこりステーション,ほっこりすてーしょん,一般社団法人ほっこり,3130005013964,京都府,舞鶴市,京都府舞鶴市字小倉３００番地７１,35.48051576,135.42411905,0773778110,0773-77-8108,http://hokkori.info/,就労継続支援Ｂ型,,,12,,,,,,,,,最新データに掲載あり,202409,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,775ee62ea04dfda3
2612700159,まいづる作業所,まいづるさぎょうしょ,社会福祉法人まいづる福祉会,1130005011458,京都府,舞鶴市,京都府舞鶴市大字平小字前田４０９番２,35.4747968,135.385994,0773-68-0600,0773-68-0598,http://www.maisa00.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,bd3e0dd73e2ae5fc
2612700274,みずなぎ丸田学園,みずなぎまるたがくえん,社会福祉法人みずなぎ学園,6130005011453,京都府,舞鶴市,京都府舞鶴市丸田小字天神３７５−１,35.4618611,135.2790219,0773-82-9500,0773-82-9501,https://www.mizunagi.or.jp/,就労継続支援Ｂ型,,,13,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6a7dda435a144ee6
2612700266,みずなぎ高野学園,みずなぎたかのがくえん,社会福祉法人みずなぎ学園,6130005011453,京都府,舞鶴市,京都府舞鶴市野村寺２００の２,35.43214786,135.31184635,0773-75-8800,0773-75-8800,https://www.mizunagi.or.jp/,就労継続支援Ｂ型 / 就労移行支援,,,25,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ac7f74095dca305e
2612700258,みずなぎ鹿原学園,みずなぎかはらがくえん,社会福祉法人みずなぎ学園,6130005011453,京都府,舞鶴市,京都府舞鶴市鹿原２０９番地の３,35.48041021,135.4397563,0773-63-5030,0773-63-5094,https://www.mizunagi.or.jp/,就労継続支援Ｂ型,,,60,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,352395ce6d940a4d
2612700365,みのりｖｉｌｌａｇｅ,みのりびれっじ,有限会社サンキ,3130002034798,京都府,舞鶴市,京都府舞鶴市上福井１８２３,35.44744011,135.29236451,0773602083,0773-60-1991,,就労継続支援Ｂ型,,,12,,,,,,,,,最新データに掲載あり,202409,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,1c4922d576a8ef0e
2612700365,もくもくｖｉｌｌａｇｅ,もくもくびれっじ,有限会社サンキ,3130002034798,京都府,舞鶴市,京都府舞鶴市上福井１８２３,35.44744011,135.29236451,0773-60-2083,0773-60-1991,,,,,,,,,,,,,,最新データに掲載なし,202111,202403,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,108ef2acd4370cbb
2612700357,ウェルポート　虹,うぇるぽーとにじ,株式会社ウェルアグリ,4130001048617,京都府,舞鶴市,京都府舞鶴市引土60番地の１,35.43949166,135.32877513,0773-75-5511,0773-75-5515,https://www.welagri.net/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,4ceebc90dde027f1
2612700472,ナイン舞鶴,ないんまいづる,株式会社ＮＩＮＥ,1130001058271,京都府,舞鶴市,京都府舞鶴市下福井３９１−１,35.44798768,135.30832938,0773-78-1007,0773-78-1006,https://nine-hauoli.com/support_maizuru/,,,,,,,,,,,,,最新データに掲載なし,202111,202509,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8ae76cea86ef7ea0
2612700589,ナイン舞鶴,ないんまいづる,社会福祉法人清心福祉会,1010105000273,京都府,舞鶴市,京都府舞鶴市下福井３９１−１,35.44798769,135.30832938,0773-78-1007,0773-78-1006,https://nine-hauoli.com/support_maizuru/,就労継続支援Ａ型,,,,,,,,,,,,最新データに掲載あり,202603,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8556c896b6d36a70
2612700258,ファクトリーミズキ,ふぁくとりーみずき,社会福祉法人みずなぎ学園,6130005011453,京都府,舞鶴市,京都府舞鶴市鹿原２０９番地の３,35.48041021,135.4397563,0773-63-5030,0773-63-5094,https://www.mizunagi.or.jp/,就労継続支援Ａ型,,10,,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,23ac06a9fbd96128
2612700225,ワークショップほのぼの屋,わーくしょっぷほのぼのや,社会福祉法人まいづる福祉会,1130005011458,京都府,舞鶴市,京都府舞鶴市大波下小字滝ヶ浦２０２−５６,35.47479673,135.38599404,0773-66-7710,0773-64-0002,http://www.honobonoya.com/,就労継続支援Ａ型 / 就労継続支援Ｂ型,,10,30,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f396e0977394023b
2612700449,ワークショップＢＯＮＯ,わーくしょっぷぼの,社会福祉法人まいづる福祉会,1130005011458,京都府,舞鶴市,京都府舞鶴市字浜1546-8BONO,35.47619111,135.39109101,0773-65-3388,0773-65-2204,https://www.bono-maizuru.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b7ceac70da0d0571
2612700050,就労支援「ぽーれぽーれ」,しゅうろうしえんぽーれぽーれ,社会福祉法人京都太陽の園,7130005007260,京都府,舞鶴市,京都府舞鶴市余部下1183番地の9,35.47743222,135.36880945,0773-63-3008,0773-62-9546,http://kyoto-taiyo.or.jp/jigyosyo/maizuru_fukushi_center/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,548d04903ea2ed62
2612700563,空愛,そらあい,一般社団法人空愛グループ,7130005016996,京都府,舞鶴市,京都府舞鶴市引土257-7,35.4429912,135.32734184,050-8888-3028,050-8888-3046,https://soraai-maizuru.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202409,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,70d56cc8328285b4
2611500568,京丹波町共同作業所,きょうたんばちょうきょうどうさぎょうしょ,社会福祉法人京丹波町社会福祉協議会,4130005007775,京都府,船井郡京丹波町,京都府船井郡京丹波町篠原堂ノ下２７番地,35.26576687,135.43170384,0771-84-5005,0771-84-5030,,就労継続支援Ｂ型,,,60,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,16366ccd3e029912
2613000914,にじげん南京都,にじげんみなみきょうと,株式会社サラス,2130001060648,京都府,長岡京市,京都府長岡京市緑が丘１-1,34.91848003,135.69674836,075-950-9116,,https://nijigen-works.jp/facility/nijigen-minamikyoto/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202503,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,950f661a3eb2b333
2613000328,やよい工房久貝事業所,やよいこうぼうくがいじぎょうしょ,特定非営利活動法人　乙訓やよい福祉会,6130005006552,京都府,長岡京市,京都府長岡京市久貝２丁目２番地１１,34.91292792,135.6994786,075-952-9567,075-468-9654,https://npo-yayoi.com/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c574ce3a7730fb56
2613000393,カフェエポカ,かふぇえぽか,特定非営利活動法人　乙訓障害者事業協会,3130005006555,京都府,長岡京市,京都府長岡京市神足二丁目３番１号長岡京市立総合交流センター１階,34.9247606,135.7087643,075-963-5520,075-963-5520,https://otujikyo.com/,就労継続支援Ａ型,,10,,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,2da82b1ff10f86c7
2613000377,ステージ,すてーじ,特定非営利活動法人　こらぼねっと京都,5130005009341,京都府,長岡京市,京都府長岡京市長岡１−７−２４,34.92775404,135.6938376,075-874-7406,075-953-4460,http://www.kyoto-collabo.com/,就労定着支援,,,,,,,,,,,,最新データに掲載あり,202303,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a5b082385971e07a
2613100565,スマイルファクトリー向日,すまいるふぁくとりーむこう,株式会社　スマイルアライアンス,5130001052378,京都府,長岡京市,京都府長岡京市滝ノ町2丁目13−29,34.94286088,135.69476553,07031496626,0759501323,,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c3b05d8fec638e58
2613000393,バスハウス,ばすはうす,特定非営利活動法人　乙訓障害者事業協会,3130005006555,京都府,長岡京市,京都府長岡京市開田一丁目５番５号２階,34.9276515,135.6947131,075-748-9182,075-748-9183,,就労継続支援Ｂ型,,,15,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c451b7c891a14354
2613000385,ライトホープ長岡京,らいとほーぷながおかきょう,特別非営利活動法人　フレンドリー,5130005012601,京都府,長岡京市,京都府長岡京市今里五丁目１３番２号,34.93517543,135.68642173,075-874-3013,075-874-3014,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,57b6c7d6f1b15270
2613000732,一般社団法人暮らしランプ・なかの邸,いっぱんしゃだんほうじんくらしらんぷなかのてい,一般社団法人暮らしランプ,4130005014887,京都府,長岡京市,京都府長岡京市調子１丁目６-３５中野家住宅,34.9138915,135.6925544,075-959-2877,075-963-5122,https://kurashi-lamp.or.jp/,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6cc34bdc2e8e1a92
2613000252,乙訓若竹苑,おとくにわかたけえん,乙訓福祉施設事務組合,7000020268445,京都府,長岡京市,京都府長岡京市井ノ内西ノ口１７番地の８乙訓若竹苑２階就労継続室,34.94335246,135.68669404,075-954-6501,075-954-6588,https://www.otsufuku.com/,就労継続支援Ｂ型,,,34,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,5e5b60fdab6ccbce
2613000468,多機能型事業所カメリア,たきのうがたじぎょうしょかめりあ,一般財団法人　長岡記念財団,8130005006352,京都府,長岡京市,京都府長岡京市調子２丁目５−７,34.9110973,135.6912222,075-958-6671,075-956-2547,,,,,,,,,,,,,,最新データに掲載なし,202111,202203,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,318f5c59f9baf123
2613000799,好日会,こうじつかい,株式会社こうじつ,8130001067869,京都府,長岡京市,京都府長岡京市開田１丁目20-6,34.92684308,135.69661232,075-957-6308,075-957-6308,https://koujitukai.amebaownd.com/,就労継続支援Ａ型,,20,,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,6cd84ed2c180f41a
2613000377,就労意向支援事業所ステージ,しゅうろういこうしえんじぎょうしょすてーじ,特定非営利活動法人　こらぼねっと京都,5130005009341,京都府,長岡京市,京都府長岡京市長岡１−７−２４,34.92775127,135.69382927,075-874-7406,075-874-7406,http://www.kyoto-collabo.com/,,,,,,,,,,,,,最新データに掲載なし,202111,202111,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,8a6ee17a41b873c4
2613000468,就労支援センターカメリア,しゅうろうしえんせんたーかめりあ,一般財団法人　長岡記念財団,8130005006352,京都府,長岡京市,京都府長岡京市調子２丁目５−７,34.9110973,135.6912222,075-958-6671,075-956-2547,https://www.nagaoka.or.jp/camelia/index.html,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202209,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,20f5b1404e9aecf1
2613000575,就労支援センターカメリア就労移行支援部門ピオニー,しゅうろうしえんせんたーかめりあしゅうろういこうしえんぶもんぴおにー,一般財団法人　長岡記念財団,8130005006352,京都府,長岡京市,京都府長岡京市友岡4丁目18-1デイケア棟2階,34.91383587,135.68988803,075-957-6606,075-957-6616,http://www.nagaoka.or.jp/peony/,,,,,,,,,,,,,最新データに掲載なし,202209,202503,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f85176577d4f9657
2613000724,就労支援センターカメリア就労移行支援部門ピオニー,しゅうろうしえんせんたーかめりあしゅうろういこうしえんぶもんぴおにー,一般財団法人　長岡記念財団,8130005006352,京都府,長岡京市,京都府長岡京市友岡4丁目18−1,34.91383587,135.68988803,075-957-6606,075-957-6616,,,,,,,,,,,,,,最新データに掲載なし,202309,202503,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,2b05db6598fb2791
2613000377,就労移行支援事業所ステージ,しゅうろういこうしえんじぎょうしょすてーじ,特定非営利活動法人　こらぼねっと京都,5130005009341,京都府,長岡京市,京都府長岡京市長岡１−７−２４,34.92775127,135.69382927,075-874-7406,075-953-4460,http://www.kyoto-collabo.com/,就労移行支援,6,,,,,,,,,,,最新データに掲載あり,202203,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,f0b8c09b0b785d31
2613000575,就労移行支援事業所ピオニー,しゅうろういこうしえんじぎょうしょぴおにー,一般財団法人　長岡記念財団,8130005006352,京都府,長岡京市,京都府長岡京市友岡4丁目18-1デイケア棟2階,34.91383587,135.68988803,075-957-6606,075-957-6616,http://www.nagaoka.or.jp/peony/,,,,,,,,,,,,,最新データに掲載なし,202111,202203,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,16e953aa9a5cf1a4
2613000245,障害福祉センターあらぐさ,しょうがいふくしせんたーあらぐさ,社会福祉法人　あらぐさ福祉会,7130005006551,京都府,長岡京市,京都府長岡京市井ノ内広海道４２番３,34.9423276,135.6852222,075-953-9212,075-953-9215,http://www.aragusa-fukushi.jp/,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,74649475d928007c
2613000898,Ｂ型支援事業所エコデコ,びーがたしえんじぎょうしょえこでこ,一般社団法人鴻,9130005016210,京都府,長岡京市,京都府長岡京市天神２丁目15番地13号,34.92270993,135.68678831,075-956-5171,,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,11d2292033f1f8f7
2611000395,Ｇｏ　Ｗａｙ,ごーうえい,株式会社道,1130001054196,京都府,長岡京市,京都府長岡京市久貝２丁目15番17号,34.91160022,135.69767326,075-925-6969,,https://goway-michi.wixsite.com/website,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202111,202603,京都府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,c0efbe84cf2902fa
2713900252,デイセンター　ふらっぷ,でいせんたーふらっぷ,社会福祉法人　南山城学園,4130005008807,大阪府,三島郡島本町,大阪府三島郡島本町桜井三丁目4番2号,34.88291039,135.66038911,075-925-5223,075-925-5301,http://www.minamiyamashiro.com/,就労継続支援Ｂ型,,,15,,,,17029,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,dec2a51bb0c665b0
2713900146,福祉事業所すばる,ふくしじぎょうしょすばる,特定非営利活動法人　すばる,7120905004597,大阪府,三島郡島本町,大阪府三島郡島本町江川２丁目２番２号島本町江川,34.88021925,135.67115481,075-961-1691,075-961-1694,http://www.npo-subaru.net/contact/,就労継続支援Ｂ型,,,14,,,,15084,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,b2efba3c65ad09a6
2713900294,障害者自立支援拠点レモンテラス,しょうがいしゃじりつしえんきょてんれもんてらす,社会福祉法人　大阪水上隣保館,3120905002241,大阪府,三島郡島本町,大阪府三島郡島本町広瀬二丁目7番4号,34.88612147,135.6727795,075-963-6981,075-963-6982,https://www.osakasuijyorinpokan.com/,就労継続支援Ｂ型,,,10,,,,,,,,,最新データに掲載あり,202303,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,5d78681a4c9c8928
2713600407,cafe　スタッキー,かふぇすたっきー,社会福祉法人　心生会,4120005013304,大阪府,交野市,大阪府交野市天野が原五丁目5番1号　ゆうゆうセンター１階,34.7879435,135.6799556,072-845-5773,072-808-8039,https://stuckyi-240301.wixsite.com/my-site-4,就労継続支援Ｂ型,,,20,,,,37384,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,97a2187afeb4faae
2713600571,hughug交野,はぐはぐかたの,株式会社fairview,5010901044346,大阪府,交野市,大阪府交野市私部1丁目36番19号,34.78677151,135.6831386,090-7205-7588,072-845-6250,https://hughug.work/about/,,,,,,,,,,,,,最新データに掲載なし,202111,202403,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,45cd605cdae43740
2713600803,さくらの工房,さくらのこうぼう,株式会社さくらウェルケア,6120001154323,大阪府,交野市,大阪府交野市梅が枝43番33号コスモセンタービル２階,34.79104571,135.67049269,072-808-7241,072-808-7243,http://www.sakura-ws.net/,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202509,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,9d6d0f1e4632e2e0
2713600639,にじのそら,にじのそら,一般社団法人そらいろ,5120005019366,大阪府,交野市,大阪府交野市私部六丁目20番3号,34.79126543,135.68146102,072-808-7015,072-808-7015,,就労継続支援Ｂ型,,,,,,,25022,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202403,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,7e7172ec7325be62
2713600654,アポヨ,あぽよ,ゆいまーる,3120003021251,大阪府,交野市,大阪府交野市梅が枝５５番７号福井ビル１０１号室・２０１号室,34.79178733,135.67125928,070-1733-6331,,,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202303,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,11b2df57e3ff9f02
2713600746,スマイルステーション千手庵,すまいるすてーしょんせんじゅあん,株式会社桝源,8120001175144,大阪府,交野市,大阪府交野市星田五丁目14番４号,34.76687327,135.66409363,072-807-8444,072-807-8456,,就労継続支援Ｂ型,,,,,,,,,,,,最新データに掲載あり,202509,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,37203336f531bf35
2713600811,トランジットWorks,とらんじっとわーくす,合同会社ウェルフェア,6120003028426,大阪府,交野市,大阪府交野市私部西一丁目１番11号３階,34.78594084,135.67564219,072-860-7737,072-860-7737,https://majtsansan.my.canva.site/transitworks,就労継続支援Ｂ型,,,20,,,,,,,,,最新データに掲載あり,202509,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,5f797a7650c70627
2713600258,ミルキーウェイ,みるきーうぇい,社会福祉法人　心生会,4120005013304,大阪府,交野市,大阪府交野市天野が原町五丁目32番1号,34.78794352,135.67995561,072-893-9592,072-893-0056,https://milky-7.wixsite.com/mysite,就労継続支援Ｂ型,,,18,,,,25597,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,28dec8ba4ca90fcd
2713600415,ワークスペースいいな,わーくすぺーすいいな,一般社団法人　地域福祉振興会,7120005018309,大阪府,交野市,大阪府交野市星田私市2-32-1,34.78794352,135.67995561,072-893-1717,072-807-5674,https://i-na.work/,就労継続支援Ｂ型,,,20,,,,19995,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,0785d443cfb06620
2713600522,ワークスペースだんだん,わーくすぺーすだんだん,一般社団法人　地域福祉振興会,7120005018309,大阪府,交野市,大阪府交野市星田４丁目３４−２２,34.76438188,135.66324375,072-896-5231,072-896-5224,,就労継続支援Ｂ型,,,14,,,,18007,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,2f1842ceae960b8b
2713600308,ワークハウスやわらぎ,わーくはうすやわらぎ,社会福祉法人　かたの福祉会,4120005012784,大阪府,交野市,大阪府交野市寺四丁目590番地の1ワークハウスやわらぎ,34.785958,135.69474587,072-892-6671,072-892-6620,http://yawa.net/,就労継続支援Ｂ型,,,40,,,,17277,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,ec5b104abb668dc9
2713600225,交野自立センター,かたのじりつせんたー,社会福祉法人　大阪府肢体不自由者協会,9120005002517,大阪府,交野市,大阪府交野市寺四丁目590番地の1,34.785958,135.69474587,072-893-4523,072-893-4524,http://www.daishikyo.or.jp/,就労継続支援Ｂ型 / 就労移行支援,6,,25,,,,22489,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,acb3f5c383622d9f
2713600274,交野自立センター通所部,かたのじりつせんたーつうしょぶ,社会福祉法人　大阪府肢体不自由者協会,9120005002517,大阪府,交野市,大阪府交野市寺四丁目590番地の1,34.785958,135.69474587,072-893-1156,072-893-1338,http://www.daishikyo.or.jp/,就労継続支援Ｂ型,,,15,,,,12251,2024年度,就労継続支援Ｂ型,corp_no+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a74aafaf6802c51e
2713600480,株式会社グリーンサム,かぶしきがいしゃぐりーんさむ,株式会社　グリーンサム,5130001061610,大阪府,交野市,大阪府交野市天野が原町2丁目47番15号,34.77755569,135.67700053,072-896-5842,072-896-5843,,就労継続支援Ａ型,,16,,,,,,,,,,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,7de454e1cf4b9f41
2713600563,紙好き交流センター　ひかり,かみすきこうりゅうせんたーひかり,株式会社エイト紙工,12000114690,大阪府,交野市,大阪府交野市星田五丁目22番3号,34.76570117,135.66313818,072-893-9620,072-893-9619,,就労継続支援Ｂ型,,,,,,,35292,2024年度,就労継続支援Ｂ型,pref+city+name,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,476154d59371dc91
2713600274,ｃａｆｅ　ｃｈｅｅｒｓ,かふぇちあーず,社会福祉法人　大阪府肢体不自由者協会,9120005002517,大阪府,交野市,大阪府交野市私部2丁目1番20号中西ビル1階,34.78780738,135.67833634,072-893-8933,072-893-1338,http://www.daishikyo.or.jp/,就労継続支援Ｂ型,,,7,,,,,,,,,最新データに掲載あり,202111,202603,大阪府,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,9f9e7387858a5016
2715503815,Assist・One,あしすとわん,株式会社Ａｓｓｉｓｔ・Ｏｎｅ,6122001038209,大阪府,八尾市,大阪府八尾市東山本町六丁目９番１５号,34.62832476,135.62816083,072-944-6966,072-946-2312,,就労継続支援Ａ型,,15,,,,,,,,,,最新データに掲載あり,202509,202603,八尾市,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,08e0b88b9f05e358
2715502775,cafe ROWAN,かふぇろーあん,特定非営利活動法人　みのりコミュニオン,2122005002511,大阪府,八尾市,大阪府八尾市光町2丁目28番1号ラ・フォーレ八尾１F,34.63044349,135.60610161,072-923-0877,072-923-0877,,,,,,,,,,,,,,最新データに掲載なし,202111,202203,八尾市,2026年3月末時点,WAM NET 障害福祉サービス等情報公表システム オープンデータ,a186e41d8ea3103e
